file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
sit_cross_legged\15_F160A_4_469.jpg,896.0,609.0,0.21277276,881.0,603.0,0.18659939,908.0,598.0,0.26656786,857.0,627.0,0.3502115,925.0,621.0,0.26679423,837.0,671.0,0.54263484,950.0,660.0,0.5518517,820.0,696.0,0.30886757,974.0,705.0,0.543349,864.0,687.0,0.16441068,945.0,697.0,0.13401677,862.0,798.0,0.46146926,936.0,796.0,0.57345665,813.0,682.0,0.43821687,975.0,698.0,0.38822845,873.0,706.0,0.14458254,926.0,727.0,0.1759237,3,sit_cross_legged
sit_cross_legged\15_F160A_4_471.jpg,897.0,612.0,0.23900725,882.0,603.0,0.21984777,909.0,601.0,0.2758735,860.0,628.0,0.46770138,926.0,622.0,0.38301584,837.0,674.0,0.43356478,951.0,660.0,0.6186455,817.0,693.0,0.2622233,975.0,702.0,0.5031332,864.0,682.0,0.22531702,937.0,689.0,0.24454868,865.0,798.0,0.4173226,937.0,795.0,0.6073537,811.0,683.0,0.41097164,977.0,696.0,0.4127154,878.0,706.0,0.19632928,921.0,725.0,0.23959914,3,sit_cross_legged
sit_cross_legged\15_F160A_4_473.jpg,896.0,613.0,0.18975812,881.0,604.0,0.18225417,908.0,603.0,0.21179128,857.0,627.0,0.31173483,928.0,623.0,0.3194265,837.0,673.0,0.5277245,953.0,662.0,0.55473083,822.0,695.0,0.34377512,977.0,699.0,0.44675076,868.0,684.0,0.18844213,935.0,685.0,0.2862045,865.0,799.0,0.46777335,939.0,797.0,0.6561726,812.0,684.0,0.41879928,973.0,698.0,0.26428005,881.0,710.0,0.20933212,913.0,721.0,0.26676992,3,sit_cross_legged
sit_cross_legged\15_F160A_4_474.jpg,896.0,610.0,0.23720765,880.0,602.0,0.19688135,908.0,600.0,0.25253114,858.0,625.0,0.43242404,925.0,618.0,0.3125862,837.0,671.0,0.5245277,951.0,658.0,0.56619954,822.0,702.0,0.19407435,974.0,703.0,0.42119026,865.0,685.0,0.20395158,946.0,696.0,0.15200631,864.0,799.0,0.40457776,938.0,797.0,0.49621502,818.0,687.0,0.28971562,976.0,699.0,0.23114154,881.0,715.0,0.17513996,930.0,733.0,0.22381115,3,sit_cross_legged
sit_cross_legged\15_F160A_4_475.jpg,894.0,609.0,0.30594876,881.0,600.0,0.3166271,905.0,596.0,0.3792654,858.0,624.0,0.38708785,924.0,616.0,0.46699846,837.0,670.0,0.629924,951.0,658.0,0.4989691,820.0,696.0,0.24523081,971.0,707.0,0.54292905,875.0,688.0,0.159097,947.0,685.0,0.28090948,865.0,799.0,0.520115,937.0,797.0,0.63211167,812.0,684.0,0.545118,975.0,697.0,0.33356294,882.0,708.0,0.24707635,922.0,727.0,0.20944682,3,sit_cross_legged
sit_cross_legged\15_F160A_4_476.jpg,897.0,607.0,0.20210001,881.0,599.0,0.20625435,908.0,601.0,0.20345101,857.0,620.0,0.3541854,924.0,617.0,0.42368695,837.0,667.0,0.496665,947.0,659.0,0.56882405,818.0,696.0,0.23151627,969.0,706.0,0.33287463,869.0,687.0,0.20695445,945.0,678.0,0.2941941,866.0,801.0,0.51988584,936.0,797.0,0.6918544,811.0,687.0,0.5836557,972.0,700.0,0.37965536,881.0,713.0,0.21890828,924.0,732.0,0.14926183,3,sit_cross_legged
sit_cross_legged\15_F160A_4_477.jpg,894.0,610.0,0.2053293,880.0,601.0,0.22209118,906.0,600.0,0.22411387,858.0,624.0,0.3722076,924.0,618.0,0.37760067,838.0,672.0,0.38489455,949.0,657.0,0.40844914,816.0,697.0,0.26664588,970.0,706.0,0.46020567,866.0,686.0,0.21975839,942.0,685.0,0.2746152,865.0,799.0,0.43949726,936.0,796.0,0.5704246,813.0,687.0,0.51857084,972.0,698.0,0.37753406,880.0,708.0,0.20951511,924.0,734.0,0.1878397,3,sit_cross_legged
sit_cross_legged\15_F160A_4_479.jpg,893.0,609.0,0.21513216,880.0,603.0,0.13711138,904.0,599.0,0.22532067,857.0,624.0,0.38734287,923.0,619.0,0.40480834,838.0,670.0,0.52130353,949.0,660.0,0.3952329,823.0,699.0,0.38259616,971.0,701.0,0.409667,861.0,685.0,0.18254605,938.0,684.0,0.27993307,864.0,799.0,0.56134653,939.0,795.0,0.54026574,822.0,691.0,0.24550645,970.0,699.0,0.31055576,876.0,716.0,0.16575436,923.0,732.0,0.14115268,3,sit_cross_legged
sit_cross_legged\15_F160A_4_481.jpg,892.0,609.0,0.25193027,877.0,600.0,0.22682627,902.0,598.0,0.22052257,855.0,625.0,0.3869215,922.0,619.0,0.38311905,835.0,671.0,0.5799049,947.0,661.0,0.4413222,821.0,697.0,0.2768558,972.0,702.0,0.63625664,867.0,686.0,0.15426995,945.0,681.0,0.291803,863.0,794.0,0.5115894,937.0,791.0,0.63338673,820.0,689.0,0.33493286,966.0,697.0,0.32250476,867.0,705.0,0.15065879,913.0,725.0,0.16664734,3,sit_cross_legged
sit_cross_legged\15_F160A_4_482.jpg,893.0,612.0,0.1546094,878.0,604.0,0.12191091,903.0,600.0,0.20302773,856.0,623.0,0.31796116,921.0,620.0,0.44009858,834.0,675.0,0.36813658,946.0,664.0,0.5676181,822.0,694.0,0.265645,969.0,698.0,0.48140836,863.0,679.0,0.14740078,939.0,680.0,0.2663947,863.0,800.0,0.54008937,936.0,795.0,0.7020851,821.0,688.0,0.3708686,968.0,697.0,0.3645814,874.0,704.0,0.13067108,909.0,700.0,0.29257855,3,sit_cross_legged
sit_cross_legged\15_F160A_4_483.jpg,891.0,607.0,0.26190877,879.0,597.0,0.24275775,902.0,596.0,0.2978447,855.0,619.0,0.2843728,921.0,616.0,0.43320277,833.0,670.0,0.56899816,944.0,656.0,0.66808105,819.0,695.0,0.2767216,969.0,699.0,0.5416863,867.0,686.0,0.14647627,945.0,687.0,0.24156263,862.0,801.0,0.57601875,936.0,795.0,0.56693494,818.0,687.0,0.28253752,967.0,697.0,0.35775462,873.0,706.0,0.21983261,915.0,718.0,0.2092522,3,sit_cross_legged
sit_cross_legged\15_F160A_4_485.jpg,891.0,613.0,0.25455397,877.0,604.0,0.23546997,902.0,603.0,0.26128584,853.0,626.0,0.35105136,924.0,622.0,0.4558611,833.0,674.0,0.67531896,950.0,675.0,0.35254583,824.0,689.0,0.40312552,975.0,687.0,0.47318444,855.0,676.0,0.16714437,949.0,680.0,0.1480311,859.0,801.0,0.593032,935.0,801.0,0.6586882,824.0,684.0,0.32173717,996.0,691.0,0.5439677,866.0,693.0,0.15628214,915.0,697.0,0.23740077,3,sit_cross_legged
sit_cross_legged\15_F160A_4_486.jpg,892.0,607.0,0.18513715,878.0,599.0,0.17639077,903.0,599.0,0.19792482,857.0,621.0,0.31953895,922.0,621.0,0.24932186,832.0,673.0,0.49017385,948.0,666.0,0.5646781,817.0,687.0,0.41724983,982.0,691.0,0.33463615,853.0,675.0,0.20809321,949.0,673.0,0.17802288,860.0,803.0,0.5773214,935.0,803.0,0.6244619,815.0,683.0,0.47771525,994.0,691.0,0.52843046,861.0,688.0,0.13345855,916.0,690.0,0.18168467,3,sit_cross_legged
sit_cross_legged\15_F160A_4_487.jpg,891.0,611.0,0.45901996,879.0,598.0,0.48821095,902.0,600.0,0.40337273,854.0,621.0,0.37531334,924.0,619.0,0.53184986,830.0,672.0,0.50287074,956.0,671.0,0.41278377,819.0,685.0,0.5210065,992.0,689.0,0.35327885,850.0,678.0,0.21220393,941.0,674.0,0.22166742,857.0,803.0,0.58574903,933.0,803.0,0.6678891,819.0,677.0,0.35002565,999.0,689.0,0.679673,861.0,689.0,0.19535963,927.0,695.0,0.24172615,3,sit_cross_legged
sit_cross_legged\15_F160A_4_488.jpg,891.0,611.0,0.4039346,879.0,600.0,0.43152097,901.0,600.0,0.46741408,858.0,616.0,0.52173615,922.0,619.0,0.5511091,831.0,672.0,0.46649283,953.0,668.0,0.57676995,816.0,683.0,0.40211236,993.0,688.0,0.41434163,850.0,675.0,0.19409898,943.0,668.0,0.18697584,857.0,804.0,0.55897045,933.0,804.0,0.71609455,814.0,679.0,0.5923389,997.0,689.0,0.7393979,866.0,691.0,0.18572663,921.0,691.0,0.2575769,3,sit_cross_legged
sit_cross_legged\15_F160A_4_489.jpg,891.0,615.0,0.42836866,879.0,604.0,0.42418683,900.0,604.0,0.4540438,859.0,623.0,0.55550575,920.0,625.0,0.44220775,828.0,671.0,0.5423213,952.0,672.0,0.4681843,818.0,675.0,0.5229679,988.0,684.0,0.2479682,845.0,670.0,0.18642317,943.0,661.0,0.2593688,858.0,805.0,0.76433605,930.0,806.0,0.73154074,814.0,679.0,0.47804952,997.0,691.0,0.7510611,866.0,695.0,0.18416622,919.0,692.0,0.3201705,3,sit_cross_legged
sit_cross_legged\15_F160A_4_492.jpg,891.0,615.0,0.2742778,881.0,604.0,0.3441138,901.0,607.0,0.29207736,858.0,616.0,0.40735447,923.0,621.0,0.44558614,829.0,668.0,0.4679629,955.0,668.0,0.51634634,816.0,645.0,0.6234576,972.0,651.0,0.813541,830.0,631.0,0.20445038,980.0,623.0,0.529538,860.0,808.0,0.49681124,926.0,807.0,0.65264714,808.0,679.0,0.5291268,996.0,693.0,0.57914853,862.0,687.0,0.14726274,916.0,717.0,0.18312518,3,sit_cross_legged
sit_cross_legged\15_F160A_4_495.jpg,891.0,616.0,0.388244,879.0,604.0,0.6030729,900.0,603.0,0.49109632,863.0,620.0,0.5603467,917.0,619.0,0.5363462,836.0,665.0,0.74482596,945.0,662.0,0.63351846,813.0,638.0,0.855224,980.0,632.0,0.5645797,792.0,589.0,0.7741752,1008.0,582.0,0.8254191,861.0,809.0,0.8054175,926.0,806.0,0.82932985,811.0,671.0,0.6518936,1002.0,693.0,0.77127385,892.0,736.0,0.1808424,927.0,714.0,0.32856122,3,sit_cross_legged
sit_cross_legged\15_F160A_4_496.jpg,890.0,617.0,0.49091527,880.0,604.0,0.67089474,900.0,603.0,0.6087725,863.0,620.0,0.56790775,917.0,619.0,0.5386605,836.0,663.0,0.7273009,949.0,662.0,0.5798929,809.0,631.0,0.791559,983.0,625.0,0.33410993,784.0,575.0,0.84357053,1017.0,571.0,0.86735606,861.0,808.0,0.73533285,925.0,806.0,0.84677875,811.0,670.0,0.6652778,1001.0,692.0,0.8409953,891.0,734.0,0.19353847,921.0,709.0,0.30048248,3,sit_cross_legged
sit_cross_legged\15_F160A_4_497.jpg,892.0,615.0,0.46201003,880.0,602.0,0.67526233,899.0,601.0,0.61354953,865.0,620.0,0.44334948,917.0,618.0,0.63639104,836.0,662.0,0.7339425,947.0,662.0,0.48949745,805.0,624.0,0.7186369,981.0,627.0,0.46833828,774.0,565.0,0.8696899,1021.0,565.0,0.7565807,859.0,809.0,0.73054826,927.0,807.0,0.8470847,812.0,670.0,0.58517087,1001.0,693.0,0.8452914,885.0,742.0,0.18530142,923.0,724.0,0.4064203,3,sit_cross_legged
sit_cross_legged\15_F160A_4_498.jpg,889.0,611.0,0.62602115,878.0,598.0,0.499482,897.0,597.0,0.7435718,865.0,614.0,0.5305381,915.0,614.0,0.7058909,834.0,658.0,0.8163164,946.0,656.0,0.75353724,796.0,616.0,0.6426226,1002.0,599.0,0.7999578,768.0,553.0,0.7663538,1036.0,545.0,0.814976,859.0,806.0,0.758099,928.0,803.0,0.8749122,809.0,673.0,0.7536186,1001.0,693.0,0.85112244,892.0,738.0,0.23656982,921.0,726.0,0.39452192,3,sit_cross_legged
sit_cross_legged\15_F160A_4_499.jpg,889.0,612.0,0.55656266,878.0,599.0,0.55417365,898.0,599.0,0.7246151,865.0,615.0,0.58875465,916.0,617.0,0.69829684,834.0,656.0,0.85685205,942.0,654.0,0.8122723,792.0,610.0,0.7187648,1005.0,596.0,0.74022424,759.0,539.0,0.8105014,1042.0,538.0,0.7939199,858.0,805.0,0.7754363,930.0,801.0,0.79400253,809.0,672.0,0.7426601,1001.0,695.0,0.7737534,886.0,743.0,0.22041601,926.0,725.0,0.35621965,3,sit_cross_legged
sit_cross_legged\15_F160A_4_501.jpg,888.0,609.0,0.55971843,878.0,596.0,0.5678104,897.0,596.0,0.7025598,865.0,613.0,0.58480436,915.0,614.0,0.6599666,831.0,655.0,0.7048984,943.0,654.0,0.590142,788.0,601.0,0.7169871,1006.0,586.0,0.6972876,753.0,532.0,0.8080672,1048.0,531.0,0.78048,856.0,806.0,0.8433058,931.0,802.0,0.74939936,808.0,673.0,0.67138743,1000.0,695.0,0.73085177,885.0,742.0,0.2363875,925.0,737.0,0.38853073,3,sit_cross_legged
sit_cross_legged\15_F160A_4_586.jpg,887.0,616.0,0.5710491,879.0,607.0,0.5281606,897.0,604.0,0.6714971,861.0,622.0,0.51082665,919.0,626.0,0.32347617,835.0,662.0,0.7679273,941.0,659.0,0.78334916,810.0,604.0,0.4724922,982.0,581.0,0.54334664,791.0,553.0,0.3103671,996.0,549.0,0.23499888,856.0,801.0,0.85975665,930.0,801.0,0.7128819,804.0,674.0,0.7171806,998.0,692.0,0.89731836,887.0,733.0,0.20114072,914.0,702.0,0.25620186,3,sit_cross_legged
sit_cross_legged\15_F160A_4_587.jpg,891.0,620.0,0.60600543,882.0,610.0,0.6462505,899.0,609.0,0.5384083,864.0,627.0,0.5323212,919.0,629.0,0.36263117,835.0,663.0,0.7433393,943.0,662.0,0.7044221,804.0,590.0,0.5264739,986.0,581.0,0.6815528,782.0,536.0,0.16203432,1006.0,540.0,0.32129067,857.0,802.0,0.68051946,929.0,802.0,0.72430146,807.0,673.0,0.7042741,1000.0,691.0,0.91275203,892.0,734.0,0.1893399,917.0,729.0,0.3752146,3,sit_cross_legged
sit_cross_legged\15_F160A_4_591.jpg,892.0,621.0,0.5810717,883.0,611.0,0.58347154,901.0,611.0,0.55025685,866.0,629.0,0.5449084,922.0,633.0,0.41019502,837.0,659.0,0.8188715,943.0,663.0,0.66531783,808.0,610.0,0.5513134,993.0,588.0,0.5337556,775.0,546.0,0.39229697,1015.0,546.0,0.52136075,857.0,803.0,0.8026447,931.0,801.0,0.763649,806.0,674.0,0.7876373,1000.0,692.0,0.87281483,888.0,735.0,0.18997355,913.0,732.0,0.4114199,3,sit_cross_legged
sit_cross_legged\15_F160A_4_601.jpg,888.0,616.0,0.51443994,879.0,603.0,0.5988596,900.0,601.0,0.6543207,866.0,618.0,0.60099804,920.0,620.0,0.71132183,836.0,660.0,0.7873104,943.0,661.0,0.81937253,769.0,622.0,0.7211796,1029.0,620.0,0.7371988,715.0,551.0,0.75781626,1050.0,544.0,0.7643019,858.0,808.0,0.6585463,932.0,806.0,0.85138357,806.0,670.0,0.6036638,999.0,691.0,0.62071913,873.0,753.0,0.16852406,932.0,752.0,0.33767435,3,sit_cross_legged
sit_cross_legged\15_F160A_4_602.jpg,890.0,612.0,0.56009424,880.0,600.0,0.5137477,900.0,599.0,0.5249677,865.0,615.0,0.54991543,921.0,618.0,0.6210484,834.0,661.0,0.8271447,945.0,663.0,0.82767344,767.0,631.0,0.7001504,1029.0,629.0,0.68851244,718.0,560.0,0.79101926,1048.0,549.0,0.8264331,859.0,808.0,0.6973847,934.0,807.0,0.8345623,805.0,671.0,0.6407314,999.0,691.0,0.7473957,873.0,750.0,0.16821456,911.0,741.0,0.33663374,3,sit_cross_legged
sit_cross_legged\15_F160A_4_604.jpg,892.0,610.0,0.6470533,880.0,596.0,0.58925515,902.0,594.0,0.7257724,863.0,613.0,0.64796895,922.0,615.0,0.5674354,834.0,664.0,0.83257204,947.0,662.0,0.67378783,763.0,647.0,0.8032073,1032.0,648.0,0.92947394,726.0,575.0,0.9084682,1045.0,570.0,0.8546398,862.0,813.0,0.83544,934.0,811.0,0.73200727,806.0,671.0,0.4814285,1001.0,687.0,0.7860359,871.0,750.0,0.18111195,908.0,749.0,0.396416,3,sit_cross_legged
sit_cross_legged\15_F160A_4_605.jpg,890.0,615.0,0.38156462,881.0,599.0,0.6201347,904.0,598.0,0.50068617,864.0,618.0,0.52389,923.0,618.0,0.62751937,836.0,664.0,0.7321586,948.0,664.0,0.71485746,761.0,655.0,0.6853514,1031.0,657.0,0.9233969,732.0,585.0,0.86524874,1040.0,581.0,0.89531153,860.0,809.0,0.70556873,933.0,809.0,0.6907444,804.0,675.0,0.2506499,995.0,688.0,0.6821339,863.0,746.0,0.12246494,933.0,762.0,0.21119745,3,sit_cross_legged
sit_cross_legged\15_F160A_4_606.jpg,893.0,610.0,0.64378583,881.0,597.0,0.5931045,904.0,594.0,0.6804503,862.0,614.0,0.6915339,923.0,616.0,0.5837469,833.0,667.0,0.6004312,949.0,664.0,0.7593593,761.0,663.0,0.83734345,1028.0,665.0,0.89987904,738.0,594.0,0.7050742,1036.0,592.0,0.90934545,861.0,810.0,0.83283985,933.0,811.0,0.77966714,815.0,700.0,0.14722514,993.0,686.0,0.61840355,865.0,739.0,0.1278538,933.0,755.0,0.25971034,3,sit_cross_legged
sit_cross_legged\15_F160A_4_608.jpg,893.0,607.0,0.53999174,882.0,592.0,0.6367048,904.0,592.0,0.70259464,867.0,609.0,0.7317667,920.0,610.0,0.74371827,839.0,664.0,0.7602516,948.0,664.0,0.83302534,765.0,679.0,0.5699428,1023.0,682.0,0.87736803,751.0,616.0,0.90011936,1027.0,613.0,0.90943134,861.0,806.0,0.7417792,934.0,807.0,0.80356085,838.0,707.0,0.110763274,957.0,687.0,0.6105708,864.0,737.0,0.121836476,934.0,734.0,0.10589006,3,sit_cross_legged
sit_cross_legged\15_F160A_4_626.jpg,891.0,605.0,0.22662285,881.0,593.0,0.25306752,903.0,594.0,0.28355905,859.0,609.0,0.3696939,919.0,614.0,0.3475831,832.0,663.0,0.6533824,938.0,660.0,0.60135806,816.0,690.0,0.29215434,963.0,718.0,0.53769106,855.0,682.0,0.14165452,961.0,684.0,0.1997257,858.0,797.0,0.6244577,929.0,797.0,0.6901487,817.0,683.0,0.25937092,994.0,692.0,0.42719746,873.0,711.0,0.14059617,958.0,703.0,0.11240673,3,sit_cross_legged
sit_cross_legged\15_F160A_4_627.jpg,892.0,600.0,0.3364717,883.0,587.0,0.4865283,902.0,587.0,0.45740256,859.0,605.0,0.33675542,918.0,611.0,0.467145,832.0,659.0,0.6616336,938.0,657.0,0.5994748,818.0,685.0,0.2380253,961.0,714.0,0.41006523,858.0,691.0,0.12106161,950.0,690.0,0.18851128,857.0,796.0,0.50869334,928.0,797.0,0.56377673,818.0,678.0,0.28680173,993.0,690.0,0.5555519,866.0,710.0,0.23411353,937.0,706.0,0.19140573,3,sit_cross_legged
sit_cross_legged\15_F160A_4_628.jpg,892.0,602.0,0.34146795,881.0,591.0,0.3538538,902.0,590.0,0.32445326,858.0,608.0,0.3937824,918.0,613.0,0.35025626,832.0,661.0,0.6203363,938.0,660.0,0.5628394,820.0,684.0,0.19604126,963.0,712.0,0.47516495,856.0,688.0,0.10245038,945.0,683.0,0.2094077,858.0,796.0,0.6181959,929.0,800.0,0.71419287,821.0,676.0,0.28279957,996.0,690.0,0.638945,864.0,709.0,0.2624323,934.0,706.0,0.16885546,3,sit_cross_legged
sit_cross_legged\15_F160A_4_629.jpg,888.0,603.0,0.26022533,880.0,592.0,0.3428663,900.0,592.0,0.3237392,857.0,610.0,0.4096104,918.0,615.0,0.39642408,831.0,667.0,0.56566715,937.0,661.0,0.51744026,819.0,681.0,0.20522545,964.0,702.0,0.48774472,850.0,685.0,0.19810061,935.0,685.0,0.18237281,857.0,798.0,0.49443048,928.0,803.0,0.7307535,819.0,675.0,0.27000177,991.0,690.0,0.5190901,856.0,705.0,0.17338699,915.0,712.0,0.21623886,3,sit_cross_legged
sit_cross_legged\15_F160A_4_631.jpg,891.0,601.0,0.34624782,880.0,589.0,0.43210244,900.0,590.0,0.30603635,860.0,606.0,0.4668053,917.0,611.0,0.4945269,830.0,664.0,0.77619684,938.0,658.0,0.4729972,819.0,680.0,0.32940626,969.0,701.0,0.30273125,857.0,695.0,0.15269406,941.0,698.0,0.14131978,858.0,799.0,0.6510291,928.0,805.0,0.6901263,824.0,686.0,0.1517752,997.0,690.0,0.6387278,864.0,715.0,0.2802217,937.0,729.0,0.10141516,3,sit_cross_legged
sit_cross_legged\15_F160A_4_633.jpg,891.0,602.0,0.29746702,881.0,590.0,0.30639642,900.0,592.0,0.2562686,859.0,610.0,0.39331198,918.0,614.0,0.43492234,830.0,665.0,0.7277163,937.0,658.0,0.5621932,817.0,677.0,0.38197345,968.0,702.0,0.422205,853.0,687.0,0.15803881,937.0,691.0,0.14934573,857.0,798.0,0.566614,930.0,802.0,0.51727784,816.0,672.0,0.27241394,993.0,691.0,0.6556679,859.0,717.0,0.17961891,916.0,721.0,0.1921799,3,sit_cross_legged
sit_cross_legged\15_F160A_4_634.jpg,890.0,603.0,0.26461163,879.0,592.0,0.30759677,900.0,593.0,0.29617485,858.0,611.0,0.44286484,917.0,619.0,0.29431868,829.0,667.0,0.56499255,936.0,660.0,0.5216142,816.0,677.0,0.36539364,978.0,697.0,0.3375656,855.0,684.0,0.13651475,945.0,689.0,0.16806228,857.0,799.0,0.4875006,928.0,804.0,0.6711875,816.0,674.0,0.30090973,992.0,692.0,0.5966364,857.0,714.0,0.16507685,917.0,705.0,0.2118442,3,sit_cross_legged
sit_cross_legged\15_F160A_4_636.jpg,891.0,601.0,0.2847316,879.0,591.0,0.27518526,900.0,589.0,0.34142008,860.0,609.0,0.44970104,919.0,613.0,0.45502958,830.0,665.0,0.738191,937.0,657.0,0.5786667,819.0,676.0,0.392098,965.0,703.0,0.5020815,860.0,691.0,0.15826192,942.0,696.0,0.18340869,857.0,800.0,0.66847,929.0,801.0,0.5410262,819.0,670.0,0.2201759,994.0,692.0,0.5906278,860.0,715.0,0.17151333,918.0,706.0,0.21925165,3,sit_cross_legged
sit_cross_legged\15_F160A_4_637.jpg,889.0,601.0,0.3402082,879.0,592.0,0.3697186,899.0,591.0,0.4215725,858.0,611.0,0.44318134,918.0,614.0,0.4752346,831.0,666.0,0.6690949,938.0,656.0,0.59205675,819.0,680.0,0.3647546,962.0,709.0,0.5532485,861.0,699.0,0.15806979,944.0,694.0,0.20877677,856.0,799.0,0.542004,930.0,801.0,0.49698213,818.0,673.0,0.19354758,991.0,693.0,0.50736773,866.0,718.0,0.27136394,919.0,718.0,0.19480659,3,sit_cross_legged
sit_cross_legged\15_F160A_4_638.jpg,890.0,602.0,0.22375906,878.0,593.0,0.2160624,900.0,590.0,0.25200522,857.0,610.0,0.38315585,918.0,613.0,0.39621568,831.0,665.0,0.71029925,938.0,656.0,0.611266,816.0,680.0,0.27135044,963.0,711.0,0.46301243,859.0,698.0,0.10988679,943.0,702.0,0.1527433,856.0,801.0,0.63944745,928.0,802.0,0.6217488,816.0,673.0,0.24977858,994.0,692.0,0.6065081,859.0,722.0,0.1328045,918.0,726.0,0.16318439,3,sit_cross_legged
sit_cross_legged\15_F160A_4_639.jpg,890.0,601.0,0.3457656,879.0,589.0,0.31468692,900.0,590.0,0.36309266,857.0,608.0,0.41644147,918.0,612.0,0.5430094,830.0,662.0,0.5528886,938.0,653.0,0.6595624,819.0,680.0,0.34340823,962.0,711.0,0.5104923,868.0,700.0,0.1377429,944.0,699.0,0.17784256,857.0,801.0,0.53319347,930.0,802.0,0.5573132,818.0,673.0,0.32291266,997.0,691.0,0.5514295,862.0,718.0,0.24587491,918.0,720.0,0.240723,3,sit_cross_legged
sit_cross_legged\15_F160A_4_640.jpg,889.0,599.0,0.37323034,880.0,586.0,0.39597222,900.0,587.0,0.4748337,859.0,608.0,0.48039812,917.0,611.0,0.48944098,831.0,662.0,0.71339905,938.0,653.0,0.6411357,819.0,680.0,0.3308389,962.0,710.0,0.51405305,869.0,699.0,0.13659571,944.0,698.0,0.17680275,858.0,802.0,0.6749939,930.0,801.0,0.54318875,818.0,673.0,0.35466325,998.0,690.0,0.56985366,868.0,712.0,0.2849213,918.0,713.0,0.26350412,3,sit_cross_legged
sit_cross_legged\15_F160A_4_641.jpg,891.0,598.0,0.37277988,881.0,587.0,0.36380485,901.0,587.0,0.41353026,861.0,604.0,0.47648883,918.0,608.0,0.56773996,832.0,660.0,0.68925583,939.0,653.0,0.6200628,817.0,680.0,0.25063643,962.0,712.0,0.51165223,869.0,702.0,0.12829037,943.0,701.0,0.15033606,857.0,803.0,0.65272796,931.0,802.0,0.45982417,815.0,674.0,0.44844478,998.0,690.0,0.5677694,862.0,712.0,0.24223037,918.0,719.0,0.22195727,3,sit_cross_legged
sit_cross_legged\15_F160A_4_642.jpg,891.0,599.0,0.2414714,880.0,588.0,0.21523207,901.0,589.0,0.22726573,859.0,604.0,0.3398388,918.0,610.0,0.44451413,832.0,660.0,0.64031637,937.0,653.0,0.5150702,818.0,680.0,0.31032437,963.0,705.0,0.4370402,866.0,694.0,0.1475966,946.0,695.0,0.20785937,858.0,802.0,0.51697254,931.0,802.0,0.5388174,816.0,675.0,0.38449803,997.0,692.0,0.5928831,862.0,727.0,0.22396229,927.0,729.0,0.1401893,3,sit_cross_legged
sit_cross_legged\15_F160A_4_643.jpg,891.0,600.0,0.29005167,880.0,589.0,0.25846604,900.0,590.0,0.3052363,858.0,607.0,0.36686116,918.0,612.0,0.4947144,832.0,659.0,0.58552015,938.0,654.0,0.56136435,820.0,676.0,0.30027744,963.0,704.0,0.50015026,873.0,686.0,0.10944123,944.0,687.0,0.2406098,858.0,802.0,0.4637589,931.0,802.0,0.5171857,817.0,673.0,0.34411782,998.0,690.0,0.6353806,862.0,715.0,0.18364754,919.0,712.0,0.19746205,3,sit_cross_legged
sit_cross_legged\15_F160A_4_645.jpg,890.0,599.0,0.40209165,881.0,586.0,0.38993022,900.0,588.0,0.40911713,859.0,605.0,0.4545957,918.0,609.0,0.5002105,832.0,659.0,0.64838254,939.0,652.0,0.6727009,820.0,676.0,0.22749682,967.0,702.0,0.49643922,877.0,684.0,0.10681417,944.0,686.0,0.24769293,858.0,802.0,0.6839162,933.0,801.0,0.5496247,819.0,671.0,0.37839466,998.0,689.0,0.6076124,863.0,708.0,0.23504204,921.0,710.0,0.22897045,3,sit_cross_legged
sit_cross_legged\15_F160A_4_646.jpg,889.0,599.0,0.4396913,880.0,586.0,0.5052029,900.0,586.0,0.53858906,861.0,604.0,0.54029655,916.0,607.0,0.49953073,831.0,660.0,0.7344891,938.0,651.0,0.66411734,817.0,675.0,0.18525948,963.0,702.0,0.44957006,869.0,687.0,0.1137923,937.0,689.0,0.24381289,858.0,802.0,0.7338613,931.0,800.0,0.6042806,814.0,674.0,0.5402324,998.0,688.0,0.6741465,862.0,711.0,0.28530294,920.0,713.0,0.26829225,3,sit_cross_legged
